B作,びーさく
九一,きゅういち,くいち
九一八,ことや
九一郎,きゅういちろう,きゆういちろう,くいちろう
九万,ただかつ
九万一,くまいち
九万三,くまぞう
九万字,くまんじ
九三,くぞう
九三四郎,くみしろう
九三夫,くみお
九三子,くみこ
九三郎,くさぶろう
九之助,くのすけ
九二,ひさつぐ
九二一,くにいち
九二三,くにぞう
九二八,くにや
九二夫,くにお
九二子,くにこ
九二男,くにお
九二雄,くにお
九五,きゅうご
九介,きゅうすけ
九仙,きゅうせん
九作,きゅうさく
九八二郎,くわじろう
九八郎,くはちろう
九助,くすけ
九十,くじゅう
九十九樹,つくもぎ
九十二,つくじ
九十代,つぐよ
九十百,つくも
九十美,ことみ
九十郎,くじゅうろう
九右衛門,きゅうえもん
九合草,くごうそう
九吉郎,くきちろう
九品,くほん
九品太,くほんた
九喜子,くきこ
九団次,くだんじ
九城,くじょう
九夢,くむ
九太郎,きゅうたろう
九女八,くめはち
九女子,くめこ
九子,かずこ,きゅうこ,ひさこ
九実子,くみこ
九寧,ここね
九寿,きゅうじゅ
九峯,きゅうほう
九州児,くすお
九州夫,くすお
九州子,くすこ
九州男,くすお
九州雄,くすお
九左エ門,きゅうざえもん,くざえもん
九市,きゅういち
九市郎,くいちろう
九平,きゅうへい,くへい
九平太,くへいた
九平次,くへいじ
九年,くねん
九思,きゅうし
九恩,くおん
九成,きゅうせい
九日生,くにお
九星,きゅうせい
九月,くげつ
九朗,くろう
九朗右衛門,くろうえもん
九楊,きゅうよう
九治,きゅうじ
九波,きゅうは
九浦,きゅうほ
九淵,きゅうえん
九温,くおん
九爾明,くにあき
九理子,くりこ
九瑠璃,くるり
九生,くみ
九皐,きゅうこう
九祚,きゅうぞう
九秋,きゅうしゅう,こあき
九穏,くおん
九空,きゅうくう
九童,くどう
九紫,きゅうし
九羅香,くらか
九美,くみ
九美子,くみこ
九花,きゅうか
九華,きゅうか
九葉,くよう
九蓋,くがい
九蔵,きゅうぞう,くぞう
九見子,くみこ
九識,くみ
九越,くえつ
九路,くろ
九輪,くりん
九郎,きゅうろう,くろう
九郎右衛門,くろうえもん
九郎左衛門,くろうざえもん
九郎次,くろうじ
九都子,くつこ
九里,くり
九里丸,くりまる
九里子,くりこ
九里真,くりま
九里菜,くりな
九重,ここのえ,このえ
九重子,くえこ
九雄,ただお
九雷,くらい
九霄子,きゅうしょうし
九音,くおん,ちかね
九馬一,くめいち
九馬三,くめぞう
九鬼子,くきこ
九龍,くりゅう
乞,ただし
也,なり
也々,やや
也佳,ありか
也和,なりわ
也哉子,ややこ
也夫,なりお
也央,やえ
也奈,せな
也子,かなこ,なりこ
也実,なりみ,なるみ
也寸之,やすし
也寸子,やすこ
也寸彦,やすひこ
也寸志,やすし
也寸美,やすみ
也寿子,やすこ
也帆,なりほ
也志守,やしもり
也愛,なるあ
也映子,やえこ
也来,やらい
也江子,おえこ
也海,なりみ
也珠葉,やすは
也生,やよい
也生子,やおこ
也真登,やまと
也禎,なりさだ
也空,なりあ
也素子,やすこ
也美,なりみ
也義,なるよし
也華,なりか
也視子,やしこ
也里加,えりか
也陽,なるひ
也香子,やかこ
乱,おさむ,らん
乱夢,らむ
乱子,らんこ
乱歩,らぶ,らんぽ
乱花,らんか
乱菊,らんぎく
乱蔵,らんぞう
乱馬,らんま
乳,みるく
乳呂理,ちろり
乳房,ちぶさ
乳根子,ちねこ
乳流椎,ちぇるしー
乾,いぬい,かん,けん,すすむ,つとむ
乾一,けんいち
乾一郎,けんいちろう
乾三,けんぞう
乾之介,けんのすけ
乾之助,かんのすけ,けんのすけ
乾之輔,けんのすけ
乾二,かんじ,けんじ
乾二郎,けんじろう
乾介,けんすけ
乾修,かんしゅう
乾司,けんじ
乾吉,かんきち,けんきち
乾堂,けんどう
乾太郎,かんたろう,けんたろう
乾夫,きみお
乾子,かみこ,きみこ,けんこ
乾岳,けんがく
乾年,けんねん
乾彦,きみひこ,けんひこ
乾志郎,けんじろう
乾朗,けんろう
乾次,かんじ,けんじ
乾次郎,けんじろう
乾治,けんじ
乾翔,かすみ
乾雄,きみお
乾順,けんじゅん
乾馬,けんば
亀,かめ,すすむ,ひさし,みんき
亀一,かめいち,きいち,ひさかず
亀一郎,かめいちろう,きいちろう
亀七,かめしち
亀三,かめぞう
亀三男,きみお
亀三郎,かめさぶろう,きさぶろう
亀三雄,きみお
亀世,かめよ
亀久,かめひさ,きく
亀久代,きくよ
亀久夫,きくお
亀久子,きくこ
亀久弥,きくや
亀久恵,きくえ
亀久朗,かめじろう
亀久治,きくじ
亀久男,きくお
亀久郎,かめくろう,かめじろう
亀久雄,きくお
亀久馬,きくま
亀之,かめゆき,たかし
亀之丞,かめのすけ
亀之亟,かめのじょう
亀之介,かめのすけ
亀之佑,かめのすけ
亀之助,かめのすけ,きのすけ
亀之甫,かめのすけ
亀之祐,かめのすけ
亀之輔,かめのすけ
亀之進,かめのしん
亀二,かめじ,かめに
亀二朗,かめじろう
亀二郎,かめじろう
亀五郎,かめごろう
亀井絵里,かめいえり
亀人,かめと
亀代,かめよ,きよ
亀代吉,きよきち
亀代子,きよこ
亀代治,きよじ
亀作,かめさく
亀八郎,かめはちろう,きはちろう
亀六,きろく
亀叟,きそう
亀司朗,かめじろう
亀司郎,かめじろう
亀吉,かめきち,かめよし
亀喜,かめき,きよし
亀四郎,かめしろう
亀城,かめき
亀多朗,かめたろう
亀多郎,かめたろう
亀太朗,かめたろう
亀太郎,かめたろう
亀夫,かめお
亀子,かめこ,ひさこ
亀実,きみ
亀実子,きみこ
亀寿,かめじゅ,かめひさ
亀寿吉,きすきち
亀市,かめいち,きいち
亀彦,かめひこ
亀恵,かめえ
亀悦,きえつ
亀撤,きてつ
亀文,きぶん
亀斎,きさい
亀昭,かめあき
亀松,かめまつ
亀栄,きさえ
亀次,かめじ
亀次郎,かめじろう
亀歩,きほ
亀治,かめじ
亀治郎,かめじろう
亀生,かめお,きおい
亀男,かめお
亀石,きせき
亀祐,きゆう
亀美,きみ
亀美子,きみこ
亀翁,きおう
亀蔵,かめぞう
亀角,きかく
亀貴,かめき
亀赦,かめじろう
亀輔,かめすけ
亀造,かめぞう
亀逸,きいつ
亀郎,かめお
亀鑑,きかん
亀雄,かめお
亀鶴,かめつる,きかく
亀齢,かめとし,きれい
了,あきら,おさむ,おわり,さとし,さとる,とおる,りお,りょう
了一,りょういち
了一朗,りょういちろう
了丈,さだお
了三,さとみ,りょうぞう
了之,のりゆき,りょうし
了二,りょうじ
了五,りょうご
了亮,りょうすけ
了介,りょうすけ
了仙,りょうせん
了佑,りょうすけ
了作,りょうさく
了俊,りょうしゅん
了元,りょうげん
了児,りょうじ
了円,りょうえん
了加,りょうか
了助,りょうすけ
了匡,のりまさ
了参,りょうさん
了司,のりじ,りょうじ
了吉,りょうきち
了咲,りょうさく
了士,りょうじ
了壱,りょういち
了大,りょうだい
了夫,りょうお
了娘,りょうこ
了子,あきらこ,さとこ,のりこ,りょうこ,りようこ
了宗,りょうしゅう
了実,さとみ
了寛,りょうかん
了州,りょうしゅう
了平,りょうへい
了念,りょうねん
了悟,りょうご
了昌,りょうしょう
了映,りょうえい
了昭,りょうしょう
了栄,りょうえい
了権,りょうごん
了樹,りょうき
了次,りょうじ
了正,りょうしょう
了氏,さとし
了治,りょうじ
了法,りょうほう
了海,りょうかい
了温,りょうおん
了滉,りょうこう
了滋,りょうじ
了然,りょうねん
了照,りょうしょう
了生,りょうせい
了白,りょうはく
了皓,りょうこう
了祐,りょうすけ,りょうゆう
了秀,りょうしゅう
了章,りょうしょう
了節,りょうせつ
了篤,りょうとく
了美,さとみ
了義,りょうぎ
了胤,りょういん
了英,りょうえい
了菜,りょうな
了葉,りょうよう
了蔵,りょうぞう
了衛,りょうえ
了諦,りょうたい
了輔,りょうすけ
了道,りょうどう
了雄,りょうゆう
了香,りょうか,りょうこ
了魔,りょうま
予一,よいち
予八郎,よはちろう
予友子,ようこ
予史子,よしこ
予妃子,よきこ
予始子,よしこ
予宇子,ようこ
予希,よき
予志,よし
予志夫,よしお
予志子,よしこ
予志未,よしみ
予理子,よりこ
予章,よしょう
予維,よい
予織子,よりこ
予里,より
予里子,よりこ
争水,そうすい
事,こと,つとむ
事久,ことひさ
事哉,たつや
事旻,ことふみ
事行,ことゆき
二,すすむ,たすく,つぐる,つづき
二一,じいち,つぎかず,にいち,ふいひこ
二一子,にいこ,にひこ
二一彦,ふいひこ,ふひひこ
二一郎,じいちろう,にいちろう
二七子,になこ
二三,あまり,つぐぞう,つぐみ,にいさん,にぞう,ふみ
二三よ,ふみよ
二三世,ふみよ
二三丸,ふみまる
二三二,じそうじ
二三五,ふみこ
二三代,ふみよ
二三吉,ふみきち
二三四,ふみよ
二三夫,ふみお
二三子,ふさこ,ふじこ,ふみこ
二三弥,ふみや
二三彦,ふみひこ
二三恵,ふみえ
二三朗,にさぶろう
二三枝,ふみえ
二三江,ふみえ
二三生,ふさお,ふみお
二三男,ふみお
二三良,ふみよし
二三蔵,ふみぞう
二三路,ふみじ
二三郎,にさぶろう,にざぶろう,ふさぶろう,ふみお,ふみろう
二三雄,ふみお
二三香,ふみか
二不二,じふじ
二世,にせい,ふたせ
二世子,によこ
二乃,にの
二久,つぐひさ
二九太,にくた,ふくた
二九美,ふくみ
二九雄,ふくお
二二三,ににみ
二二子,ふじこ
二五菜,にいな
二亮,つぐすけ
二人,つぐと,ふたり
二仁,つぐひと
二介,じかい
二代,にだい
二佐朗,にさぶろう
二佐郎,にさぶろう
二作,にさく
二優菜,ふゆな
二六,にろく,ふたむ,ふろ
二六丸,にろまる
二六佑,ふむゆ
二六子,ふむこ
二六郎,にろくろう
二兵,にへい
二刀斎,にとうさい
二力,にか
二助,にすけ
二十一,はたかず
二十三,はたぞう,はつみ
二十三階堂,にじゅうさんかいどう
二十世,はたよ
二十美,はつみ
二十重,はたえ
二千佳,にちか
二千六,ふじろう
二千夏,にちか
二千奈,にちな
二千子,にちこ
二千穂,にちほ
二千羽,にちは
二千翔,にちか,ふたは
二千花,にちか
二千華,にちか
二千香,にちか
二可,つぎか
二吉,にきち
二味子,ふみこ
二哉,つぐや
二喜子,ふきこ
二四三,にしぞう,ふしみ
二基子,ふきこ
二士夫,ふじお
二士子,ふじこ
二士生,ふじお
二士男,ふじお
二士雄,ふじお
二夕子,ふゆこ
二夜実,にやび
二夜美,にやび
二大,じだい
二太郎,にたろう
二夫,かずお,つぎお,つぐお,ふたお
二奈,にな
二女子,ふみこ,ふめこ
二妃,にき
二子,かずこ,きさこ,にこ,ふじこ,ふたこ
二季,にき,にっき
二宝,じほう
二実,つぐみ,ふみ
二実代,ふみよ
二実子,ふみこ
二実惠,ふみえ
二実湖,ふみこ
二実男,ふみお
二宣,つぐのぶ
二尚,じしょう
二峰,にほう
二州,にしゅう
二左朗,にさぶろう
二左郎,にさぶろう
二巳夫,ふみお
二巳男,ふみお
二希,にき
二希多,にきた
二幸,にこ,ふゆき
二度見,ふたみ
二弓,ふゆみ
二弘,つぎひろ
二弥,つぐや
二彦,つぎひこ
二徳,つぎのり,にのり
二恵,ふたえ
二愛,ふたえ
二日男,ふひお
二早子,ふさこ
二智花,にちか
二智華,にちか
二月堂,にがつどう
二有希,ふゆき
二朔,じさく
二朗,じろう,つぎお
二未,ふみ
二未江,ふみえ
二枝,つぎえ,ふたえ
二柄,にへい
二柳,にりゅう
二楽子,にらくし
二樹,にき
二機,にき
二次,じろう
二次也,ふじや
二正,にせい
二江,ふたえ
二沙子,ふさこ
二海子,ふみこ
二湖,にこ
二狼,じろう
二珠,つぐみ
二瑚子,にここ
二瓶,にへい
二生,つぎお,ふたお
二由美,ふゆみ
二男,かずお,つぎお,つぐお,ふたお,ふみお,おとお
二百,つぎお
二百沙,つばさ
二真,つぐちか
二矢,おとや
二砂朗,にさぶろう
二砂郎,にさぶろう
二祈,ふうき
二笙,にしょう
二紀,にき
二紗子,ふさこ
二結実,ふゆみ
二結花,ふゆか
二絵,ふたえ
二美,つぐみ,なおみ,にみ,ふたみ,ふみ
二美代,ふみよ
二美加,ふみか
二美可,ふみか
二美夫,ふみお
二美子,にみこ,ふみこ
二美恵,ふみえ
二美惠,ふみえ
二美枝,ふみえ
二美歌,ふみか
二美江,ふみえ
二美湖,ふみこ
二美香,ふみか
二胡,にこ
二良,じろう,にろう
二茅香,にちか
二荒之助,ふたらのすけ
二菜,にいな,にな
二華,にか
二葉,つぎのぶ,によう,ふたは,ふたば
二葉女,にようじょ
二虹,にこ
二衣南,にいな
二見男,ふみお
二規子,ふきこ
二記子,ふきこ
二詩奈,にしな
二講,にこう
二貴,にき
二輝,にき
二那,にな
二郎,じろう
二郎太,じろうた
二郎蔵,じろぞう
二重子,ふたえこ
二陸,つぐみち
二雄,かずお,つぎお,つぐお,ふたお
二雪,にせつ
二青子,にせいし
二香,にこ
二馬,ふたば
二鳥,にちょう
二鶏,にけい
二鼓,にこ
于一,かんいち
于一郎,ういちろう
于享,うきょう,うひょん
于子,ゆきこ
云外,うんがい
云芳,みか,みほ
五,あつむ
五々道,ごごどう
五一,ごいち,ゆきかず
五一郎,ごいちろう
五七希,いなき
五万楽,ごまんらく
五丈原,ごじょうげん
五三,いつみ,ごぞう
五三九,ごさく
五三大,いさお
五三夫,いそお
五三子,いさこ,いそこ
五三実,いさみ
五三生,いそお
五三男,いさお,いそお
五三美,いさみ
五三郎,ごさぶろう
五三雄,いさお,いそお
五世,いつよ
五九,いく
五九郎,ごくろう
五二七,いふな
五二郎,ごじろう
五介,ごすけ
五代,いつよ,いよ,ごだい
五代儀,いよぎ
五代子,いよこ,さよこ
五代策,ごよさく
五佐子,いさこ
五作,ごさく
五佳夫,いかお
五保子,いほこ
五兎,ごと
五八,いそや,ごはち
五六,いつむ,ごろく
五兵,ごへい
五兵衛,ごへい,ごへえ
五助,ごすけ
五十一,いそいち,いそかず,いといち
五十三,いそみ
五十二,いそじ,いそつぐ
五十人,いそんど
五十八,いそや
五十吉,いそきち
五十君,いきみ
五十嗣郎,いそしろう
五十太,いそた
五十央,いそお
五十子,いすこ,いすず,いそこ,いつこ,いとこ,いりこ
五十実,いそみ,いとみ
五十志,いそし
五十恵,いそえ
五十憲,いずのり
五十枝,いそえ
五十次,いそじ
五十江,いそえ
五十治,いそじ
五十生,いそお
五十男,いそお
五十絵,いそえ
五十緒,いそお
五十美,いそみ,いとみ,さとみ
五十見,いそみ
五十郎,いそろう
五十鈴,いすず
五十雄,いそお
五十音,いそね
五千加,いほちか
五千子,さちこ
五千男,いちお
五千石,ごせんごく
五右エ門,ごえもん
五右ゑ門,ごえもん
五右衛門,ごえもん
五和,さわ
五咲,いさき
五喜,いつき
五四郎,ごしろう
五城,ごじょう
五堂,ごどう
五壌,ごじょう
五夕実,ごゆみ
五夕美,ごゆみ
五夜,さよ
五夢,いつむ
五太,いつた
五太郎,ごたろう
五夫,いつお,かずお
五奈江,さなえ
五妃,いつき
五子,いつこ
五宅,ごたく
五宝,ごほう
五実,いつみ,いづみ
五山,ござん
五岳,ごがく
五峰,いつお,ごほう
五州,ごしゅう
五左子,いさこ
五左衛門,ござえもん
五巳,いずみ
五市,ごいち
五平,ごへい
五弓,いゆみ
五弥,かずや
五彦,いつひこ,ゆきひこ
五彩,さあや
五律子,いつこ
五恵,いつえ
五慧,いつえ
五成,ごせい
五明,ごあき
五月,いつき,かんな,さつき,めい
五月夫,さつお
五月姫,さつき
五月子,いつこ,めいこ
五月枝,さちえ
五月海,さつみ
五月灯,さつきとう
五月美,いつみ,さあや
