〆木,しめき
大天龍,だいてんりゅう
大太,おおぶと
大夫堀,だゆうぼり
大奈,おおな
大奈良,おおなら
大奈路,おおなろ
大奥,おおおく
大奧,おおおく
大好,おおよし
大如,おおにょ
大妻,おおつま,おおづま
大姓,おおしょう
大姶良,おおあいら
大威,おおい
大子,おおご
大子田,おおごた
大字,おおじ
大孝,おおたか,たいこう
大學,だいがく
大宅,おおたく,おおたけ,おおや,おおやけ,おや
大宇根,おおうね
大宇陀,おおうだ
大守,おおもり
大安,おおやす,たいあん,だいあん,だいやす
大宗,おおそう,おおむね
大定,おおさだ
大宜味,おおぎみ
大宜見,おおぎみ
大宝,おおたから,おおだから
大宣見,おおぎみ
大室,おおしつ,おおむら,おおむろ
大宮,おうみや,おおぐう,おおみや
大宮司,おおみやがさ,おおみやし,おおみやじ,だいぐうじ
大宮山,おおみやま
大宮路,おおみやじ
大宰,だざい
大家,おおいえ,おおうち,おおえ,おおか,おおけ,おおつか,おおや,たいけ,だいけ
大家谷,おおやたに
大宿,おおしゅく,おおやど
大寄,おおより
大寉,おおつる
大富,おおとみ,おおどみ,おおふじ
大富士,おおふじ
大富部,おおとんべ
大寛,たいかん
大寳,おおたから,おおだから,おおみ
大寶,おおたから,おおだから
大寺,おおてら,おおでら,だいじ
大寺屋,おおでらや
大対,おおつい
大寿,おおす
大寿堂,たいじゅどう,だいじゅど
大寿山,だいじゅやま
大寿美,おおすみ
大寿賀,おおすが
大封,だいふう
大導寺,たいどうじ,だいどうじ
大小,おおしょう
大小原,おおこはら,だいこはら
大小堀,おおこぼり
大小島,おおこじま
大小森,おおこもり
大小治,おさじ
大小瀬,おおこぜ
大小田,おおこだ
大小路,おおしょうじ
大尻,おおじり
大尾,だいお
大尾嘉,おおおか
大居,おおい
大屋,おおの,おおや,おや,だいおく
大屋戸,おおやど
大屋敷,おおやしき
大屋根,おおやす
大屋舖,おおやしき
大屋舗,おおやしき
大屋部,おおやべ
大屋鋪,おおやしき
大属,おおつき
大山,おおやま,おやま,たいさん,たいざん,だいせん
大山口,おおやまぐち
大山田,おおやまだ
大山霰,おおやまあられ
大岐,おおき
大岡,おおおか,おおか
大岩,おおいわ
大岩山,おおいわざん
大岩川,おおいわかわ
大岩本,おおいわもと
大岩根,おおいわね
大岩涛,おおいわと
大岬,おおみさき
大岳,おおたけ,おおだけ,だいがく
大岸,おおきし,おおぎし
大峠,おおごえ,おおたお,おおとう,おおとうげ,おおとおげ
大峡,おおかい,おおきょう,おおはさま,おおはざま,おおば,だいきょう
大峩,たいが
大峪,おおたに
大峯,おおみね
大峰,おおみね,だいほう
大島,おうしま,おおしま,おおじま,おおば,おしま
大島屋,おおしまや
大島谷,おおしまだに
大峽,おおはざま,おおば
大崎,おおさき,おおざき,おさき,だいさき
大崩,おおなだれ
大嵐,おおあらし,おおぞれ
大嵜,おおさき
大嵩,おおたか,おおたけ,おおだけ
大嵩崎,おおこうざ,おおつき
大嶋,おうしま,おおしま,おおじま
大嶌,おおしま
大嶺,おおみね,おおむね,おおもね,おおりょう,おみね
大嶽,おおがけ,おおこく,おおごく,おおたけ,おおだけ,だいごく
大巌,おおたけ,おおはざま
大川,おおかわ,おおがわ,おかわ,だいかわ
大川井,おおかわい
大川内,おおかわうち,おおかわち,おおこうち
大川原,おおかはら,おおかわはら,おおかわら,おおがわら
大川口,おおかわぐち
大川向,おおかわむかい
大川平,おこひら
大川戸,おおかわと,おおかわど
大川畑,おおかわばた
大州,おおしゅう
大工,おおく,おおぐ,だいく,おおたくみ
大工保,おおくぼ
大工原,おおくはら,おおくわら,おおこうはら,おおこばら,おくはら,だいくはら,だいくばら
大工園,だいくその,だいくぞの
大工地,だいくじ
大工屋,だいくや
大工廻,おおくがい,だいくまわり,だくじあく,だくじやく
大工谷,だいくや
大己,おおみ
大巳,おおみ
大巴,おおとま,おおとも
大巻,おおまき
大巾,おおはば
大市,おおいち
大師,おおし
大師堂,たいしどう,だいしどう
大席,おおぜき
大常,おおつね
大幅,おおはば
大幡,おおはた,おおばた
大幢,おおどう
大平,おおたい,おおたいら,おおだい,おおだいら,おおひら,おひら,たいへい,たへい,だいへい,ひらひら
大平井,おおひらい
大平原,おおひらばら
大平山,おおひらやま
大平落,おおでらおとし,おおひら
大平野,おおひらの
大年,おおとし,おおどし,だいねん
大幸,おおさか,おおさき,おおさこ,おおさち,おおざき,おおゆき,たいこう,だいこう
大广邪,おおまや
大広,おおひろ
大庄司,おおしょう
大床,おおとこ,おおどこ
大底,おおそこ,おおぞこ
大府,おおふ,おおぶ
大座,おおざ
大座畑,おおざはた
大庫,おうこ,おおくら,おおこ,おおご,おくら
大庭,おおそこ,おおには,おおにわ,おおば,おおむね,おおむば,おば,だいてい,だいば
大庭竹,おおばたけ
大庵,おおあん
大廣,おおひろ
大建,おおたて,おおだて
大廻,おおまわり
大弓,おおゆみ
大弓川,おおゆみかわ
大引,おおびき
大弘,おおこう,だいこう
大弥,おおや
大張,おおはり
大当,おおあたり
大形,おおかた,おおかだ,おおがた,おかた,おがた
大彬,おおつき
大影,おおかげ
大役寺,だいやくじ
大待,おおまち
大後,おおご,だいご
大後戸,おおせど
大得,おおとく
大御,おおみ
大御堂,おおみどう
大徳,おおとく,おおどく,だいとく
大徳屋,だいとくや
大徹,だいてつ
大心池,おごろち
大志,おおし
大志万,おおしま
大志保,おおしお
大志多,おおしだ
大志摩,おおしま
大志民,おおしだみ
大志田,おおしだ
大志賀,おおしが
大志野,おおしの
大忠,おおただ
大念寺,だいねんじ
大恩児,だいおんじ
大恵,おおえ
大恵田,おおえた,おおえだ
大悟法,だいごぼう
大悲山,だいひさ
大惣,おおさい
大想源,だいそうげん
大愛,おおあい
大慈,おおじ
大慈弥,おおじみ
大慈彌,おおじみ
大慶,おおけい,おおよし
大懸,おおがけ,おおがね
大成,おおなり,おおなる,たいせい
大我,おおが
大我口,おがぐち
大我麻,おおがま
大戸,おおえ,おおこ,おおと,おおど,だいと,ねぎ
大戸井,おおとい
大戸崎,おおとざき
大戸嵜,おおとざき
大戸嶋,おおとしま
大戸平,おおとひら
大戸谷,おおとや
大戸迫,おおとさこ,おおとざこ
大房,おおふさ,おおぶさ,だいぼう
大所,おおしょ,おおどころ
大手,おおて,おおで
大手前,おおてまえ,おおでまえ
大手山,おおてやま
大手田,おおてた,おおてだ
大打,おおだ
大折,おおおり
大抜,おおぬき
大拔,おおぬき
大持,おおもち
大指,おおさし
大捕,おおとり
大掘,おおほり
大掛,おおかけ,おおがけ
大握,おおあく,おおつか
大政,おおまさ
大数,おおかず
大数加,おおすうか,おおすか
大数見,おおすみ
大文,おおふみ
大文字,だいもんじ
大文字屋,だいもんじや
大新,おおしん
大新垣,おおあらかき
大新田,おおしんでん
大方,おおかた,おおがた
大方木,おおかたぎ
大施戸,おおせと
大旗,おおはた
大日,おおくさ,だいにち
大日ノ出,おおひので
大日南,おおひな
大日向,おおこなた,おおしゅうが,おおひうが,おおひかた,おおひが,おおひな,おおひなた,おおひむ,おおひむき,おおひゅうが,おおびなた,おひがた,おびなた,だいひゅうが
大日山,おおひやま
大日岳,おおひだけ
大日川,おおいかわ,おおいがわ,おびかわ
大日方,おいかた,おおにかた,おおにちかた,おおひかた,おおひがた,おおひなた,おおびかた,おおびなた,おきがた,おひがた,おひなた,おびかた,おびがた,おびたな,おびなた,だいにちぼう
大日野,おおひの
大早,おおはや
大早田,おおはやた
大旺,だいおう
大昇,おおのぼり
大明,おおあき,だいみょう
大明地,だいみょうじ
大星,おおほし,おおぼし
大春,おおはる
大晃,おおこう,おおひかり
大景,おおかげ
大智,おおち,おおとも
大暮,おおくれ,おおぐれ
大曲,おおきょく,おおまがり,おおまげ
大更,おおふけ
大曽,おうそ
大曽利,おおぞおり
大曽根,おおそね,おおぞね,おおつね,おそね
大曾,おおそ
大曾根,おおそね,おおぞね
大月,おおつき,おおづき
大有,おおあり
大朋,おおとも
大服,おおはた
大朏,おおつき,おおづき
大朝,おおあさ,おおとも
大期,おおご
大木,おうき,おおき,おおぎ,おき,たいき,だいき
大木下,おおきした
大木元,おおきもと,おぎもと
大木原,おおきはら
大木場,おおきば,おおこば
大木山,おおぎやま
大木島,おおきしま,おおきじま
大木戸,おおきど
大木本,おおきもと
大木田,おおきた,おおきだ,おおぎた
大木谷,おおきたに,おおきだに
大木野,おおきの
大木須,おおきす
大末,おおすえ
大本,おおおもと,おおもと,きもと,たいもと,だいもと
大朴園,たいぼくえん
大杉,おおすき,おおすぎ,おおずき,おすぎ
大村,おうむら,おおむら
大村田,おおむらた
大村谷,おおむらや
大杖,おおつえ
大束,おおたば,おおつか,おおづか
大条,おおえだ,おおじょう,だいじょう
大来,おおきた,おおぎた,おおらい
大来帰,おなぎ
大東,おおとう,おおひがし,たいとう,だいとう,だいどう
大東和,おおとうわ,おとわ
大東寺,だいとうじ
大松,おおまつ,たいまつ,だいまつ
大松沢,おおまつざわ
大松澤,おおまつざわ
大松谷,おおまつたに
大板,おおいた
大林,おおはやし,おおばやし,おばやし
大枝,おおえ,おおえだ,たえ,だいし
大枡,おます
大柄,おおがら,おおつか
大柄根,おおえね,おおがらね
大柏,おおかし,おおがし,おおはく
大柚,おおゆ
大柱,おおはしら
大柳,おおやぎ,おおやなぎ,おやぎ
大柳山,だいりゅうざん
大柳生,おおやぎゅ
大柳豆,おやいず
大柴,おおしば
大柿,おおかき,おおがき
大栃,おおとち,おおどち
大栄,おおえ,たいえい,だいえい
大栗,おおくり,おおぐり
大栢,おおがや
大株,おおかぶ
大根,おおね,おね
大根原,おおねはら
大根川,おおねかわ
大根木,おおねぎ
大根沢,おおねさわ,おおねざわ
大根田,おおねた,おおねだ,おねだ
大根谷,だいこんや
大格,おおかく
大桃,おおと,おおとう,おおもも,たいとう,だいとう
大桐,おおぎり
大桑,おおくわ,おおぐわ,おくわ
大桜,おおざくら
大桝,おおます
大桶,おおおけ
大梁,おおはし
大梅,おおうめ,おおばい
大梛,おおなぎ
大條,おおえだ,おおしの,おおじょう,たいじょう,だいじょう
大梶,おおかじ
大棒,たいぼう,だいぼう
大棚,おおたな
大棟,おおむね
大森,おおもり,おもり
大棹,おおさお
大椋,おおくら,おおむく,おおむら
大植,おおうえ,おおえ,おおはに,たいしょく
大椙,おおすぎ,おすぎ
大椛,おおか,おおかえで,おおなぎ,おおもみじ
大椨,おおたぶ
大椿,おおつばき
大楠,おおくす,おおくすき,おおくすのき,おおぐし,おおぐす
大楢,おおなら
大楯,おおだて
大極,だいきょく,だいきよく,だいごく
大極道,だいごくどう
大楽,おおがく,おおらく,たいがく,たいらく,だいがく,だいらく
大楽院,だいらくいん
大榊,おおさかき
大榎,おおえのき
大榮,おおえ,おおつき
大槁,おおはし
大構,おおこう
大槌,おおつち,おおづち
大槙,おおまき
大槻,おおき,おおつか,おおつき,おおづき,たいき,だいき
大樂,たいらく,だいらく
大樂院,だいらくいん
大樅,おおもみ
大樋,おおとい,おおひ
大樌,おおぬき
大権,だいごん
大横,おおよこ
大横田,おおよこた
大樫,おおがし
大樹,おおき,おおじゅ,たいき
大樽,おおたる
大橋,おおはし,おおばし,おはし,きおはし
大橋場,おおはしば
大橘,おおたちばなや
大機,おおはた,だいき
大橿,おおひつ
大檐,おおのき,おおのぎ
大櫃,おおひつ,おおびつ
大櫛,おおくし,おおぐし
大櫻,おおざくら
大欠,おおかけ,おおがけ
大次,おおつぎ
大欣,だいきん
大正,おおしょう,おおまさ,たいしょう
大正水流,たいしょうずる,たいしょうつる
大正谷,おおしょうたに,おおしょうや
大正路,おおまさみち,おおしょうじ
大武,おおたけ,おおだけ,おおぶ
大歯,おおば
大歳,おおさい,おおとし,おおとせ,おおどし,だいさい
大段,おおだん,だいだん
大殿,おおとの,だいでん
大殿内,おおどんち
大比叡,おおひえい
大比田,おおひた
大比羅,おおひら
大比良,おおひら
大比賀,おびか
大毛,おおけ,おおげ
大毛利,おおもり
大氏,おおうじ
大気,おおき,おおぎ
大氣,おおき
大水,おおみ,おおみず
大水流,おおずる
大永,おおなが
大汐,おおしお
大江,おおえ
大江原,おおえはら
大江喜,おおえき
大江山,おおえやま
大江嶋,おおえしま
大江戸,おおえど
大江田,おおえだ
大池,おおいけ,おおち,たいち,だいち
大池辺,おおいけべ
大沢,おうさわ,おおさわ,おおざわ,おおぞう,おさわ,おざわ
大沢口,おおさわぐち
大沢屋,おおさわや
大沢田,おおさわだ
大河,おおかわ,おおがわ,たいか,たいが
